strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,flowering_time_min_days_clean,flowering_time_max_days_clean,height_indoor_min_cm_clean,height_indoor_max_cm_clean,height_outdoor_min_cm_clean,height_outdoor_max_cm_clean,yield_indoor_min_g_m2_clean,yield_indoor_max_g_m2_clean,yield_outdoor_min_g_plant_clean,yield_outdoor_max_g_plant_clean,dominant_type_clean,seed_type_clean,flowering_type_clean,difficulty_clean
706edf6d-825a-450f-899c-544110daa5e1,seeds_here_now,Omuerta Genetix,,,,,,,,,,,,,,,,,,,,,,,html/7a753ac3a99ed654.html,,2026-01-12T17:27:59.819519,,https://seedsherenow.com/shop/ztarfighter-regular-omuerta-genetix/,,,,,,,,,,,,,,omuerta genetix,,omuertagenetix,False,,,,,,,,,,,,,,,,
c5fc41b6-b329-4cbb-8ce1-20e3df78f406,seeds_here_now,Zkittlez OG (Autoflower) &#8211; Barney&#8217;s Farm,,Barney's Farm,1.0,,,,,,Zkittlez OG Auto seeds by Barney's Farm (Zkittlez x OG Kush) bring high yields and 7-9 week harvests with fruity sweetness. Order today.,Beginner-Friendly,,"Euphoric, relaxing, happy, creative, hungry, uplifting",,,,,Zkittlez x OG Kush,,,,,,html/2f5ae0248966a8ea.html,,2026-01-12T17:28:00.082655,Autoflower,https://seedsherenow.com/shop/zkittlez-og-autoflower-barneys-farm/,,,,,,,,,,,,,Hybrid,zkittlez og () barney&#8217;s farm,,zkittlezogautoflower8211barney8217sfarm,True,,,,,,,,,,,,,,Autoflower,,
8cd5e02f-57f0-4a83-a36d-4960c9b5de62,seeds_here_now,Z &#8211; Up (Autoflower) &#8211; Fast Buds,,,,,,,,,"Z-up Auto Seeds Ã¢ÂÂ Auto Simplicity, Proven Genetics, Great Flavor Z-Up Auto seeds bring flavor, vigor, and straight-up ease to your grow. This Autoflower Hybrid cross is bred from Z-Up Auto x Z-Up Auto, tuned for real-world gardens and consistent runs. It finishes in about 7 to 9 weeks, so you spend less time stressing [&hellip;]",,,,"Rich, appealing scent with layered complexity",,,,,,,,,,html/d8fb2c74d62fc573.html,,2026-01-12T17:28:00.286295,,https://seedsherenow.com/shop/z-up-auto-autoflower-fast-buds/,,,,,,,,,,,,,,z up () fast buds,,z8211upautoflower8211fastbuds,True,,,,,,,,,,,,,,,,
025c25c3-af67-4530-8123-dc9402eb2160,seeds_here_now,Wedding Cake (Autoflower) &#8211; Barney&#8217;s Farm,,Barney's Farm,1.0,,,,,,Wedding Cake Auto seeds by Barney's Farm (Wedding Cake x BF Super Auto #1) deliver 22-25% THC and sweet vanilla flavors. A proven favorite among growersÃ¢ÂÂshop now.,Beginner-Friendly,,"Relaxing, euphoric, happy, creative, stress relief, calming",,,,,Wedding Cake x BF Super Auto # 1,,,,,,html/ac5296ac0ea3de39.html,,2026-01-12T17:28:00.486143,Autoflower,https://seedsherenow.com/shop/wedding-cake-autoflower-barneys-farm/,,,,,,,,,,,,,Hybrid,wedding cake () barney&#8217;s farm,,weddingcakeautoflower8211barney8217sfarm,True,,,,,,,,,,,,,,Autoflower,,
ea82fc1b-0e28-45d7-a103-bf6f77f3eafc,seeds_here_now,Wedding Cake (Feminized) &#8211; Barney&#8217;s Farm,,Barney's Farm,1.0,,,,,,Wedding Cake seeds from Barney's Farm (Cherry Pie x Girl Scout Cookies) pack 22-26% THC and sweet vanilla flavors. Perfect for top-shelf growersÃ¢ÂÂgrab your pack today.,Intermediate,,"Euphoric, relaxing, happy, creative, hungry, uplifting",,,,,Cherry Pie x Girl Scout Cookies,,,,,,html/255730da29390219.html,,2026-01-12T17:28:00.749020,Feminized,https://seedsherenow.com/shop/wedding-cake-feminized-barneys-farm/,,,,,,,,,,,,,Hybrid,wedding cake () barney&#8217;s farm,,weddingcakefeminized8211barney8217sfarm,False,,,,,,,,,,,,,,Feminized,,Moderate
5aa39d7d-bf49-4590-ab89-2e3da7628fb2,seedsman_js,platinum green apple candy feminized seeds atl pgac fem,,,,,,,,,,,,,,,,,,,,,,,html_js/0001e4b9a9c43140_js.html,,2026-01-15T18:13:52.133243,,https://www.seedsman.com/us-en/platinum-green-apple-candy-feminized-seeds-atl-pgac-fem,,,,,,,,,,,,,,platinum green apple candy atl pgac,,platinumgreenapplecandyfeminizedseedsatlpgacfem,False,,,,,,,,,,,,,,,,
aafe0235-5e18-41fd-81a3-efbefe365825,seedsman_js,cbg relief auto feminized seeds sman cbgr auto fem,,,,,,,,,"Experience natural wellness with CBG Relief Auto Feminised Seeds. High-quality, easy-to-grow seeds providing a potent blend for therapeutic benefits.",,,,,,,,,,,,,,html_js/003152eeb067dfdf_js.html,,2026-01-15T18:13:52.949454,,https://www.seedsman.com/us-en/cbg-relief-auto-feminized-seeds-sman-cbgr-auto-fem,,,,,,,,,,,,,,cbg relief cbgr,,cbgreliefautofeminizedseedssmancbgrautofem,True,,,,,,,,,,,,,,,,
d83a4c2a-19b8-465e-8da9-f56cd1d07599,seedsman_js,Deluxe Sugarcane Feminized Seeds,,In House GeneticsParental linesSlurmint IX #7 x Pl,,,,,,,"Discover Deluxe Sugarcane Feminised Seeds, a top-quality product for robust plant growth. Exclusively selected for superior performance, resilience and high yield.",,,,2.0,,,,,,,,,,html_js/005677a4b6fe91d9_js.html,,2026-01-15T18:13:53.644605,Feminized,https://www.seedsman.com/us-en/deluxe-sugarcane-feminized-seeds-ihg-desu-fem,,,,,,,,,,,,,,deluxe sugarcane,,deluxesugarcanefeminizedseeds,False,,,,,,,,,,,,,,Feminized,,
dcddd0da-55bd-4722-ba22-1f2ffe986ad1,seedsman_js,Jellycat Feminised Seeds,,,,,,,,,"Jellycat Feminised Seeds #html-body [data-pb-style=SR81TQP]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}Jellycat is a bushy, indi",,,,,,,,,,,,,,html_js/0069dced9e352170_js.html,,2026-01-15T18:13:54.231934,,https://www.seedsman.com/us-en/jellycat-feminised-seeds-mosca-jlycat-fem,,,,,,,,,,,,,,jellycat,,jellycatfeminisedseeds,False,,,,,,,,,,,,,,,,
7c300b5c-9acd-4372-a67c-10e62eca2bf1,seedsman_js,Tangielope Kush Regular Seeds,,DNA GeneticsParental lines24K x Chocolope KushVari,,,,,,"indoor, outdoor",Tangielope Kush Regular Seeds grow an atypical indica-dominant strain in terms of both its morphology and effect. Growers will harvest some high yields of uplifting weed with a rich terpene profile. Good for extract-makers.,,,4.0,4.0,,,,,,,,,,html_js/00fe2b433cd7e88d_js.html,,2026-01-15T18:13:54.761741,Regular,https://www.seedsman.com/us-en/tangielope-kush-regular-seeds-dna-taku-reg,,myrcene,,,,,,,High Yield (450-600gr/m2),High Yield (450-750gr/plant),,,,tangielope kush,,tangielopekushregularseeds,False,,,,,,,,,450.0,600.0,450.0,750.0,,Regular,,
f1793263-c435-4405-b9ab-ef4c0a8f58e5,sensi_seeds,Strawberry Kush,,Sensi Seeds,,,,,,,,,Sativa,,,,,,,,,,,False,html/b91f42185c46ddc6.html,,2026-01-13T14:49:10.077542,,https://sensiseeds.us/feminized-seeds/strawberry-kush/,,,,,0.3,0.3,,,,,,,,strawberry kush,,strawberrykush,False,,,,,,,,,,,,,Sativa,,,
8ae00d02-16e0-4494-ba6b-b3fbce88feaf,sensi_seeds,StrawZ,,Sensi Seeds,,,,,,,,,Sativa,,,,,,,,,,,False,html/7ce6866c8c8bbd9a.html,,2026-01-13T14:49:10.265676,,https://sensiseeds.us/autoflowering-seeds/strawz/,,,,,0.3,0.3,,,,,,,,strawz,,strawz,True,,,,,,,,,,,,,Sativa,,,
9d4efcc0-85ec-4caa-a431-aad5ca0a681b,sensi_seeds,Purple Bud,,Sensi Seeds,,,,,,,,,,,,,,,,,,,,False,html/3024627e3ed17d86.html,,2026-01-13T14:49:10.436859,,https://sensiseeds.us/autoflowering-seeds/purple-bud/,,,,,0.3,0.3,,,,,,,,purple bud,,purplebud,True,,,,,,,,,,,,,,,,
a3779685-b71a-4ba4-b9df-7be771c23ed4,sensi_seeds,Sensi Purple Kush,,Sensi Seeds,,,,,,,,,,,,,,,,,,,,True,html/14405cdafe3e2bec.html,,2026-01-13T14:49:10.605388,,https://sensiseeds.us/feminized-seeds/sensi-purple-kush/,,,,,0.3,0.3,,,,,,,,sensi purple kush,,sensipurplekush,False,,,,,,,,,,,,,,,,
b2224fe6-8cc4-4e2a-a22f-26435771bcf4,sensi_seeds,BÃÂ©luga Blanc,,Sensi Seeds,,,,,,,,,,,,,,,,,,,,False,html/89cf1c946459586a.html,,2026-01-13T14:49:10.835205,,https://sensiseeds.us/feminized-seeds/beluga-blanc/,,,,,0.3,0.3,,,,,,,,bãâ©luga blanc,,bãâlugablanc,False,,,,,,,,,,,,,,,,
